gender,age,job,marital,education,default,housing,loan,contact,term_deposit
male,31,technician,married,professional.course,no,no,no,cellular,no
female,41,management,married,university.degree,no,yes,no,cellular,no
female,36,management,divorced,university.degree,no,yes,yes,cellular,no
male,53,admin.,married,high.school,no,yes,no,cellular,no
female,24,services,single,high.school,no,no,no,cellular,yes
male,34,services,divorced,high.school,no,yes,no,cellular,no
male,34,services,divorced,high.school,no,no,no,cellular,no
male,29,services,single,basic.9y,no,yes,no,cellular,no
female,33,blue-collar,married,professional.course,no,yes,no,cellular,yes
male,53,admin.,married,high.school,no,no,no,cellular,no
male,26,services,married,high.school,no,no,yes,cellular,no
male,54,blue-collar,married,basic.4y,yes,no,no,cellular,no
female,27,services,single,high.school,no,no,no,cellular,no
female,38,services,divorced,high.school,no,no,no,cellular,no
male,37,unemployed,married,university.degree,no,yes,no,telephone,no
female,36,management,married,university.degree,no,no,no,cellular,no
female,32,blue-collar,married,basic.4y,no,no,no,cellular,no
male,32,technician,single,university.degree,no,yes,yes,cellular,yes
female,36,entrepreneur,married,basic.9y,no,yes,no,cellular,no
male,32,admin.,single,university.degree,no,yes,no,cellular,no
male,30,unemployed,single,high.school,no,no,no,cellular,no
female,23,technician,single,professional.course,no,yes,yes,cellular,no
male,36,management,married,university.degree,no,no,no,cellular,no
female,32,admin.,single,high.school,no,no,no,cellular,no
female,49,entrepreneur,divorced,basic.9y,no,no,no,cellular,no
male,31,admin.,single,university.degree,no,yes,yes,cellular,no
female,30,technician,single,professional.course,no,no,no,cellular,yes
male,54,blue-collar,married,basic.4y,no,yes,yes,cellular,no
female,43,management,married,university.degree,no,yes,no,cellular,yes
female,44,entrepreneur,single,university.degree,no,yes,no,cellular,no
male,38,services,married,basic.6y,yes,yes,no,cellular,no
male,54,retired,divorced,university.degree,no,yes,no,cellular,no
male,48,services,married,basic.9y,yes,no,no,cellular,no
male,33,blue-collar,married,basic.9y,yes,yes,no,cellular,no
male,54,retired,divorced,university.degree,no,yes,yes,cellular,no
female,37,services,married,high.school,no,yes,no,cellular,no
male,30,services,single,high.school,no,yes,no,cellular,no
male,29,technician,single,university.degree,no,yes,yes,cellular,yes
male,45,retired,married,basic.6y,yes,no,yes,cellular,no
male,34,admin.,single,high.school,no,yes,no,cellular,no
male,37,blue-collar,married,basic.6y,no,no,no,cellular,no
male,34,services,divorced,high.school,no,yes,yes,cellular,yes
female,30,blue-collar,single,basic.9y,no,yes,no,cellular,no
female,32,services,single,unknown,no,yes,no,cellular,no
male,27,services,single,high.school,no,no,no,cellular,no
female,35,admin.,married,high.school,yes,yes,no,cellular,no
male,39,blue-collar,divorced,high.school,yes,no,yes,cellular,no
male,37,technician,single,professional.course,no,no,yes,cellular,no
female,36,technician,divorced,professional.course,no,yes,yes,cellular,no
male,34,admin.,married,university.degree,no,no,no,cellular,no
male,39,admin.,married,university.degree,no,yes,no,cellular,no
male,42,services,married,basic.9y,no,yes,no,cellular,no
male,45,self-employed,divorced,university.degree,no,yes,no,cellular,no
male,45,self-employed,divorced,university.degree,no,no,yes,cellular,no
female,35,admin.,married,high.school,yes,no,no,cellular,yes
male,42,management,married,university.degree,no,yes,no,cellular,no
female,53,technician,divorced,professional.course,no,yes,no,cellular,no
male,23,admin.,single,professional.course,no,no,no,cellular,no
male,53,technician,divorced,professional.course,no,yes,no,cellular,no
male,22,services,married,high.school,no,yes,no,cellular,no
male,27,blue-collar,married,unknown,yes,yes,no,cellular,no
female,40,management,divorced,university.degree,no,no,no,cellular,no
female,32,admin.,single,professional.course,no,no,yes,cellular,no
female,25,blue-collar,single,basic.9y,no,no,no,cellular,no
female,28,admin.,single,university.degree,no,yes,no,cellular,no
female,31,admin.,single,high.school,no,no,no,cellular,no
female,36,technician,married,high.school,no,yes,yes,cellular,yes
female,49,self-employed,married,high.school,no,no,no,cellular,yes
female,39,technician,divorced,high.school,no,yes,no,telephone,no
female,35,blue-collar,married,basic.6y,no,yes,no,cellular,no
female,27,services,single,high.school,yes,no,no,cellular,no
female,39,management,married,university.degree,no,yes,no,cellular,yes
male,36,services,divorced,university.degree,no,no,no,cellular,no
female,58,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,25,blue-collar,single,basic.6y,no,yes,no,cellular,no
male,32,technician,single,professional.course,no,no,no,cellular,no
female,47,services,divorced,high.school,no,yes,no,cellular,no
female,37,services,married,high.school,no,no,no,cellular,no
male,35,blue-collar,married,basic.6y,no,yes,no,cellular,yes
female,54,management,married,university.degree,no,no,no,cellular,no
female,41,services,married,basic.6y,no,yes,no,cellular,no
male,51,blue-collar,married,basic.9y,yes,yes,no,cellular,no
female,44,management,married,university.degree,no,no,no,cellular,no
male,26,blue-collar,single,basic.4y,no,yes,no,cellular,no
female,31,unemployed,married,basic.9y,no,yes,no,cellular,no
male,37,services,married,basic.6y,yes,yes,no,cellular,yes
female,57,blue-collar,married,basic.9y,no,no,no,cellular,no
female,27,blue-collar,married,basic.9y,no,yes,yes,cellular,no
female,51,blue-collar,married,basic.9y,yes,yes,no,cellular,no
male,43,admin.,married,high.school,no,yes,no,cellular,no
male,54,blue-collar,married,basic.4y,no,no,yes,cellular,no
female,44,blue-collar,married,basic.4y,no,no,no,cellular,no
male,29,unemployed,married,university.degree,no,yes,no,cellular,yes
female,51,blue-collar,married,basic.9y,yes,no,no,cellular,yes
female,48,admin.,married,high.school,yes,yes,no,cellular,yes
female,30,blue-collar,single,high.school,no,yes,yes,cellular,no
female,58,admin.,married,basic.4y,yes,no,yes,cellular,no
male,21,student,single,high.school,no,no,no,cellular,no
female,51,blue-collar,married,basic.9y,yes,no,no,cellular,yes
female,31,admin.,single,university.degree,no,no,no,cellular,no
female,39,admin.,married,university.degree,no,yes,no,cellular,no
male,32,blue-collar,married,professional.course,no,yes,no,cellular,no
female,33,services,married,high.school,no,yes,no,cellular,no
male,54,entrepreneur,married,high.school,no,yes,no,cellular,no
male,60,admin.,divorced,high.school,yes,yes,no,cellular,no
male,60,admin.,divorced,high.school,yes,yes,no,cellular,no
male,20,blue-collar,single,basic.9y,yes,yes,no,telephone,no
male,52,admin.,married,university.degree,no,yes,no,cellular,no
female,60,admin.,divorced,high.school,yes,yes,no,cellular,no
male,41,management,married,university.degree,no,yes,no,cellular,no
male,27,technician,divorced,unknown,yes,no,no,cellular,no
female,33,services,single,university.degree,no,no,no,cellular,no
female,42,services,married,basic.9y,no,no,no,cellular,no
female,27,blue-collar,single,basic.9y,no,no,no,cellular,no
female,29,admin.,married,basic.6y,no,no,no,cellular,no
female,26,technician,single,professional.course,no,yes,no,cellular,no
male,29,admin.,single,high.school,no,no,no,cellular,no
female,33,retired,married,high.school,no,yes,no,cellular,no
female,30,management,married,university.degree,no,no,no,cellular,no
female,42,admin.,married,basic.9y,yes,yes,no,cellular,no
male,37,admin.,single,high.school,no,no,no,cellular,no
female,24,blue-collar,single,high.school,no,yes,no,cellular,yes
female,25,blue-collar,married,basic.4y,no,no,no,cellular,no
female,39,blue-collar,married,basic.6y,yes,no,no,cellular,no
female,34,blue-collar,married,professional.course,no,yes,no,cellular,no
male,24,services,married,high.school,yes,yes,no,cellular,yes
male,37,admin.,single,high.school,no,no,no,cellular,no
male,37,admin.,divorced,high.school,no,yes,yes,cellular,no
male,32,blue-collar,married,professional.course,no,yes,no,cellular,no
female,29,blue-collar,single,basic.9y,no,yes,no,cellular,no
male,25,blue-collar,single,basic.4y,no,no,yes,cellular,no
male,32,technician,single,university.degree,no,no,yes,cellular,no
male,44,blue-collar,married,basic.6y,no,no,no,cellular,yes
female,29,blue-collar,single,basic.4y,no,yes,no,cellular,no
female,28,blue-collar,single,basic.9y,yes,yes,no,cellular,no
male,34,services,married,high.school,no,yes,no,cellular,no
male,44,blue-collar,married,high.school,no,yes,no,cellular,no
female,48,blue-collar,married,basic.9y,no,yes,no,cellular,no
female,59,technician,married,unknown,yes,no,no,cellular,no
female,58,management,married,university.degree,no,yes,no,cellular,no
male,26,technician,married,unknown,no,no,no,cellular,no
female,53,blue-collar,married,professional.course,no,yes,no,cellular,no
female,45,entrepreneur,divorced,university.degree,no,yes,yes,cellular,no
male,46,blue-collar,married,basic.4y,yes,yes,no,cellular,no
male,21,student,single,high.school,yes,no,no,cellular,yes
male,28,self-employed,married,basic.9y,no,yes,no,cellular,yes
female,24,technician,single,university.degree,no,yes,no,cellular,no
female,58,services,married,basic.6y,no,yes,no,cellular,no
male,30,services,single,high.school,no,yes,no,cellular,no
female,23,blue-collar,married,high.school,no,yes,no,cellular,no
male,32,blue-collar,married,unknown,no,no,no,cellular,no
male,31,unemployed,single,high.school,no,no,no,cellular,no
female,41,admin.,married,high.school,yes,no,no,cellular,no
female,29,admin.,single,basic.6y,no,yes,no,cellular,no
female,31,services,single,high.school,no,yes,no,telephone,no
female,35,management,single,university.degree,no,no,no,cellular,no
male,29,blue-collar,single,basic.9y,no,no,no,cellular,no
male,31,blue-collar,married,basic.9y,no,yes,no,telephone,no
female,30,blue-collar,married,professional.course,no,no,no,cellular,yes
male,35,blue-collar,married,basic.6y,no,no,no,cellular,no
female,41,blue-collar,married,high.school,no,yes,no,cellular,no
female,24,technician,single,professional.course,no,no,no,cellular,no
male,41,blue-collar,divorced,basic.4y,no,no,no,cellular,yes
male,29,blue-collar,divorced,high.school,no,no,no,cellular,no
male,30,services,single,high.school,no,no,no,cellular,no
male,26,services,married,high.school,no,yes,no,cellular,no
female,34,services,married,high.school,no,yes,no,cellular,no
male,30,services,married,high.school,no,no,no,cellular,no
female,49,management,married,university.degree,no,no,no,cellular,no
female,32,technician,single,professional.course,no,yes,no,cellular,no
male,26,blue-collar,single,basic.9y,no,yes,yes,cellular,no
female,31,admin.,single,basic.9y,no,no,no,cellular,yes
female,24,technician,single,professional.course,no,no,yes,cellular,no
female,32,technician,single,university.degree,yes,yes,no,cellular,no
male,55,blue-collar,married,professional.course,no,yes,yes,cellular,no
female,28,blue-collar,single,basic.6y,no,yes,yes,cellular,no
female,23,services,single,high.school,no,yes,no,cellular,no
female,26,blue-collar,married,basic.9y,yes,yes,no,cellular,no
male,49,entrepreneur,divorced,basic.9y,no,yes,no,cellular,no
male,46,admin.,married,high.school,no,yes,yes,cellular,no
female,41,blue-collar,married,basic.4y,no,yes,no,cellular,no
male,30,services,single,high.school,no,yes,yes,cellular,no
female,34,technician,single,professional.course,no,yes,no,cellular,no
female,32,admin.,single,high.school,no,no,yes,cellular,no
male,27,admin.,married,basic.6y,no,no,no,cellular,no
male,56,entrepreneur,married,university.degree,no,yes,yes,cellular,no
female,54,retired,divorced,university.degree,no,yes,no,cellular,no
female,30,technician,single,high.school,no,yes,yes,cellular,no
male,31,self-employed,divorced,basic.9y,no,yes,no,cellular,no
male,23,blue-collar,single,professional.course,no,yes,yes,cellular,no
male,32,technician,married,professional.course,no,yes,yes,cellular,no
male,37,services,divorced,basic.4y,no,no,no,cellular,no
male,39,admin.,married,university.degree,no,no,no,cellular,no
male,32,technician,single,professional.course,no,yes,no,cellular,no
male,29,admin.,single,high.school,no,yes,yes,cellular,no
female,39,admin.,married,university.degree,no,yes,no,cellular,no
male,44,admin.,married,high.school,no,no,no,cellular,no
male,32,blue-collar,married,basic.9y,no,no,no,cellular,no
female,33,blue-collar,married,basic.9y,yes,no,no,telephone,no
female,25,services,single,high.school,no,no,no,cellular,no
female,28,self-employed,married,basic.9y,no,yes,no,cellular,no
female,36,management,married,university.degree,no,yes,yes,telephone,no
male,23,admin.,single,high.school,no,no,no,cellular,no
female,60,retired,divorced,high.school,yes,no,no,cellular,no
female,34,blue-collar,married,professional.course,no,yes,yes,cellular,no
male,32,self-employed,single,high.school,no,yes,yes,cellular,no
male,34,admin.,single,university.degree,no,yes,no,cellular,no
female,27,technician,single,professional.course,no,no,no,cellular,no
male,42,management,married,university.degree,no,no,no,cellular,no
female,27,admin.,single,basic.6y,no,yes,no,telephone,no
male,34,admin.,single,high.school,no,no,yes,telephone,no
female,20,technician,single,professional.course,yes,no,no,cellular,no
female,34,admin.,married,high.school,no,yes,no,cellular,no
female,34,blue-collar,divorced,basic.9y,no,yes,no,telephone,no
male,49,self-employed,married,high.school,no,no,no,cellular,no
female,39,technician,single,high.school,no,no,no,cellular,no
male,26,blue-collar,married,basic.9y,no,no,no,cellular,no
male,51,blue-collar,single,illiterate,yes,yes,no,cellular,no
female,29,admin.,single,university.degree,no,yes,no,cellular,no
female,29,technician,single,university.degree,no,yes,yes,cellular,no
female,31,admin.,single,basic.9y,no,yes,yes,cellular,no
male,43,entrepreneur,married,professional.course,no,no,no,cellular,no
female,26,blue-collar,single,basic.9y,no,no,no,cellular,no
female,29,admin.,single,university.degree,yes,yes,no,cellular,no
female,30,admin.,single,university.degree,no,no,no,telephone,no
male,37,services,divorced,basic.4y,no,no,no,cellular,no
male,28,blue-collar,single,basic.9y,no,yes,no,cellular,no
male,51,admin.,married,high.school,no,yes,yes,cellular,yes
female,21,student,single,university.degree,no,yes,no,cellular,no
female,30,technician,married,basic.9y,no,yes,no,cellular,no
male,47,technician,divorced,university.degree,no,no,no,cellular,no
male,32,admin.,single,university.degree,no,no,no,cellular,no
male,24,services,single,high.school,no,yes,yes,cellular,no
male,23,technician,single,high.school,no,yes,no,cellular,no
male,43,admin.,married,high.school,no,no,no,cellular,yes
female,35,blue-collar,married,basic.6y,no,no,no,cellular,no
female,33,blue-collar,married,basic.6y,no,no,no,cellular,no
